Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Sunbury,31 Barkly St,3.0,h,516000.0,S,Raine,2017-01-26 00:08:00,31.7,3429.0,3.0,2.0,3.0,588.0,Hume City Council,-37.58176,144.73176999999998,Western Metropolitan,14092.0,1,0.9545454545454546
Sunbury,11 Vaughan St,3.0,h,700000.0,S,Leeburn,2017-01-09 00:12:00,31.7,3429.0,3.0,2.0,3.0,1011.0,Hume City Council,-37.58119,144.73883,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,98 Wilsons La,3.0,h,465000.0,SP,Raine,2017-01-09 00:12:00,31.7,3429.0,3.0,1.0,1.0,566.0,Hume City Council,-37.58059,144.69333,Western Metropolitan,14092.0,0,1.0
Sunbury,8 Batman Av,2.0,h,367000.0,SP,L,2017-01-09 00:12:00,31.7,3429.0,2.0,1.0,2.0,451.99999999999994,Hume City Council,-37.57961,144.71363,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,31 Rosenthal Bvd,4.0,h,510000.0,PI,Raine,2017-01-22 00:07:00,31.7,3429.0,4.634271899655617,6.037789850972755,2.0,568.0,Hume City Council,-37.789963529500234,144.98792808949204,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,39b Carnoustie Dr,3.0,h,475000.0,SP,Blackbird,2017-01-21 00:10:00,31.7,3429.0,2.2363678815380332,3.6736246312674465,2.0,653.0,Hume City Council,-37.83433101357723,145.0523214928127,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,19 Casey Av,3.0,h,420000.0,SP,Raine,2017-01-27 00:05:00,31.7,3429.0,3.0966223803850546,1.0154871295646644,2.0,560.4,Hume City Council,-37.80911647916014,145.0364706313349,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,20 Miller St,4.0,h,535000.0,SP,Brad,2017-01-27 00:05:00,31.7,3429.0,4.0,2.0,2.0,808.0,Hume City Council,-37.58089,144.72183,Western Metropolitan,14092.0,0,1.0
Sunbury,49 Archer Av,5.0,h,675000.0,S,Barry,2017-01-09 00:12:00,31.7,3429.0,5.0,2.0,2.0,724.0,Hume City Council,-37.58588,144.69953999999998,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,64 Stewarts La,3.0,h,605000.0,S,One,2017-01-26 00:08:00,31.7,3429.0,3.0,2.0,2.0,755.0,Hume City Council,-37.56533,144.71233,Western Metropolitan,14092.0,0,1.0
Sunbury,11 Gruner St,3.0,h,438000.0,S,YPA,2017-01-22 00:07:00,31.7,3429.0,3.0,1.0,4.0,606.0,Hume City Council,-37.57532,144.71058,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,3 Knox Ct,3.0,h,650000.0,S,Leading,2018-01-10 00:03:00,31.7,3429.0,3.0,2.0,1.0,775.0,Hume City Council,-37.57439,144.72738,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,15 Allen Ct,3.0,h,540000.0,S,Raine,2018-01-10 00:03:00,31.7,3429.0,3.0,2.0,2.0,690.0,Hume City Council,-37.56636,144.70553,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,17 Deakin St,3.0,h,410000.0,SP,RW,2017-01-26 00:08:00,31.7,3429.0,3.0,1.0,4.0,687.1999999999999,Hume City Council,-37.5835,144.71088,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,22 Turnberry Dr,3.0,h,427500.0,S,YPA,2017-01-25 00:11:00,31.7,3429.0,3.0,1.0,3.0,663.0,Hume City Council,-37.582,144.7591,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,4 Talbot Pl,4.0,h,550000.0,SA,Leading,2017-01-25 00:11:00,31.7,3429.0,4.0,2.0,5.0,713.0,Hume City Council,-37.5648,144.7296,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,116 Phillip Dr,4.0,h,470000.0,S,L,2017-01-25 00:11:00,31.7,3429.0,4.0,2.0,2.0,615.8,Hume City Council,-37.5637,144.6986,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,52 Station St,3.0,h,530000.0,S,YPA,2018-01-10 00:02:00,31.7,3429.0,3.0,1.0,2.0,721.0,Hume City Council,-37.58363,144.73067,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,30 Woodstock Cl,3.0,h,570000.0,SP,Raine,2018-01-10 00:02:00,31.7,3429.0,3.0,2.0,2.0,768.2,Hume City Council,-37.56707,144.71653,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,7 Manfred Ct,4.0,h,608000.0,S,Brad,2017-01-25 00:11:00,31.7,3429.0,4.0,2.0,2.0,652.0,Hume City Council,-37.5656,144.7196,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,10 Lalor Cr,3.0,h,540000.0,SP,Raine,2017-01-25 00:11:00,31.7,3429.0,3.1239997565650324,4.497676696850773,2.0,708.1999999999999,Hume City Council,-37.8782899610691,144.96054846909158,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,27 Gleneagles Dr,4.0,h,420000.0,SP,YPA,2017-01-25 00:11:00,31.7,3429.0,4.0,1.0,2.0,732.0,Hume City Council,-37.5821,144.7574,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,1 Denison Ct,3.0,h,468000.0,PI,Brad,2017-01-25 00:11:00,31.7,3429.0,3.0,2.0,0.0,711.0,Hume City Council,-37.5867,144.7111,Western Metropolitan,14092.0,0,1.0
Sunbury,315 Elizabeth Dr,3.0,h,500000.0,S,YPA,2017-01-22 00:07:00,31.7,3429.0,3.0,1.0,3.0,678.0,Hume City Council,-37.56935,144.7241,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,60 Heysen Dr,3.0,h,420000.0,S,Raine,2017-01-01 00:07:00,31.7,3429.0,3.0,1.0,2.0,466.0,Hume City Council,-37.57282,144.70553,Western Metropolitan,14092.0,0,1.0
Sunbury,42 Burke Rd,3.0,h,469000.0,S,Raine,2018-01-03 00:03:00,31.7,3429.0,3.0,1.0,3.0,649.0,Hume City Council,-37.58254,144.71017,Western Metropolitan,14092.0,0,1.0
Sunbury,23 Casey Av,4.0,h,565000.0,S,Hayeswinckle,2017-01-09 00:12:00,31.7,3429.0,4.0,2.0,2.0,585.0,Hume City Council,-37.56776,144.72291,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,168 Gap Rd,3.0,h,498000.0,S,YPA,2018-01-17 00:03:00,31.7,3429.0,3.0,1.0,2.0,584.0,Hume City Council,-37.57792,144.70747,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,19 Grout Ct,4.0,h,592000.0,SP,One,2018-01-17 00:03:00,31.7,3429.0,4.0,2.0,2.0,609.0,Hume City Council,-37.58752,144.69896,Western Metropolitan,14092.0,0,1.0
Sunbury,21 Kingsley Dr,3.0,h,545000.0,SP,One,2018-01-17 00:03:00,31.7,3429.0,3.0,1.0,3.0,651.0,Hume City Council,-37.58776,144.7117,Western Metropolitan,14092.0,0,1.0
Sunbury,4 Turner Ct,4.0,h,578000.0,S,Leeburn,2018-01-17 00:03:00,31.7,3429.0,4.0,3.0,2.0,683.0,Hume City Council,-37.56614,144.72672,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,50 Dunrossil Dr,3.0,h,480000.0,S,Raine,2017-01-11 00:11:00,31.7,3429.0,3.0,1.0,1.0,647.0,Hume City Council,-37.5595,144.7305,Western Metropolitan,14092.0,0,1.0
Sunbury,112 Harker St,4.0,h,840000.0,SP,Ray,2017-01-11 00:11:00,31.7,3429.0,4.0,2.0,6.0,1044.0,Hume City Council,-37.589,144.7384,Western Metropolitan,14092.0,0,1.0
Sunbury,8 Muirfield Dr,3.0,h,436000.0,S,Barry,2017-01-11 00:11:00,31.7,3429.0,3.0,1.0,2.0,736.0,Hume City Council,-37.5836,144.7549,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,2 Agar Pl,3.0,h,470000.0,S,Blackbird,2017-01-14 00:10:00,31.7,3429.0,1.1100885703596066,4.364896573759808,2.0,653.0,Hume City Council,-37.59228,144.70954,Western Metropolitan,14092.0,1,0.6818181818181819
Sunbury,14 Gowrie Ct,3.0,h,530000.0,S,YPA,2017-01-28 00:10:00,31.7,3429.0,3.0,2.0,1.0,705.0,Hume City Council,-37.5613,144.72751,Western Metropolitan,14092.0,0,1.0
Sunbury,4 Long Dr,3.0,h,520000.0,S,Leading,2017-01-21 00:10:00,31.7,3429.0,3.0,2.0,1.0,646.0,Hume City Council,-37.56172,144.70459,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,36 Stewarts La,3.0,h,578000.0,S,Raine,2018-01-17 00:02:00,31.7,3429.0,2.257331915845845,4.7565776322483755,2.0,768.2,Hume City Council,-37.85370342915848,144.83211397084298,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,1 Owl Pl,3.0,h,780000.0,S,Leeburn,2017-01-11 00:11:00,31.7,3429.0,3.0,2.0,2.0,926.6000000000001,Hume City Council,-37.5956,144.7204,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,34 Holland Rd,3.0,h,522000.0,SP,Raine,2018-01-17 00:02:00,31.7,3429.0,1.884551917647317,3.53603147936767,2.0,674.4000000000001,Hume City Council,-37.68438079148277,145.06202412298464,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,3 Ferris St,3.0,h,435000.0,S,YPA,2017-01-28 00:10:00,31.7,3429.0,3.0,2.0,1.0,570.4,Hume City Council,-37.59215,144.69773999999998,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,5 Fenchurch St,4.0,h,711000.0,S,Leading,2017-01-28 00:10:00,31.7,3429.0,4.0,2.0,4.0,694.0000000000001,Hume City Council,-37.57363,144.74629,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,3 Terence St,3.0,h,515000.0,S,Barry,2017-01-21 00:10:00,31.7,3429.0,3.0,1.0,2.0,689.0,Hume City Council,-37.58271,144.73207,Western Metropolitan,14092.0,0,1.0
Sunbury,1 Talbot Pl,3.0,h,530000.0,S,Leading,2017-01-21 00:10:00,31.7,3429.0,3.0,2.0,4.0,658.0,Hume City Council,-37.56455,144.72948,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,6 Fairbairn Gr,4.0,h,650000.0,S,Raine,2017-01-28 00:10:00,31.7,3429.0,4.0,2.0,2.0,944.0,Hume City Council,-37.56398,144.71407,Western Metropolitan,14092.0,0,1.0
Sunbury,13 McComb St,4.0,h,410000.0,PI,Brad,2017-01-08 00:07:00,31.7,3429.0,4.0,2.0,2.0,587.0,Hume City Council,-37.58231,144.69961999999998,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,13 Fullbrook Dr,3.0,h,505000.0,S,Brad,2018-01-17 00:02:00,31.7,3429.0,3.306617148145841,0.5197608627241121,2.0,548.6,Hume City Council,-37.78300788944932,144.7294004415928,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,75 Pasley St,3.0,h,600000.0,S,L,2017-01-21 00:10:00,31.7,3429.0,3.0,1.0,2.0,1010.0000000000001,Hume City Council,-37.58231,144.72248000000002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,8 Curtin Dr,5.0,h,560000.0,SP,YPA,2018-01-17 00:02:00,31.7,3429.0,5.281718627443066,2.899538839920248,2.0,660.0,Hume City Council,-37.75265642233156,145.16331427927528,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,3 Baggygreen St,3.0,h,566000.0,S,Brad,2017-01-28 00:10:00,31.7,3429.0,3.0,2.0,3.0,744.0,Hume City Council,-37.59304,144.69664,Western Metropolitan,14092.0,0,1.0
Sunbury,17 Mudie Av,4.0,h,512500.0,S,Raine,2017-01-08 00:07:00,31.7,3429.0,4.0,2.0,2.0,581.0,Hume City Council,-37.57355,144.70854,Western Metropolitan,14092.0,0,1.0
Sunbury,95 Harker St,3.0,h,657500.0,S,One,2017-01-23 00:09:00,31.7,3429.0,3.0,2.0,1.0,729.0,Hume City Council,-37.5877,144.73734,Western Metropolitan,14092.0,0,1.0
Sunbury,16 Deakin St,3.0,h,505000.0,S,YPA,2017-01-23 00:09:00,31.7,3429.0,3.0,2.0,3.0,661.9999999999999,Hume City Council,-37.58288,144.71156000000002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,43 Ligar St,3.0,h,778000.0,S,Raine,2017-01-23 00:09:00,31.7,3429.0,3.0,2.0,1.0,1058.0,Hume City Council,-37.57858,144.72349,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,19 Kerri Ct,5.0,h,700000.0,SP,Leeburn,2017-01-21 00:10:00,31.7,3429.0,5.0,3.0,2.0,720.6,Hume City Council,-37.5706,144.71387,Western Metropolitan,14092.0,1,0.8636363636363636
Wildwood,430 Wildwood Rd,5.0,h,1030000.0,S,RE,2017-01-14 00:10:00,31.7,3429.0,5.0,2.0,2.0,89030.0,Hume City Council,-37.604,144.80604,Western Metropolitan,83.0,1,0.8636363636363636
Sunbury,7 Lampton Wy,4.0,h,610000.0,SP,One,2017-01-23 00:09:00,31.7,3429.0,3.877014566941915,1.6782948362312884,2.0,668.1999999999999,Hume City Council,-37.72031823603804,144.9573985031035,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,83 Phillip Dr,3.0,h,650000.0,S,YPA,2017-01-14 00:10:00,31.7,3429.0,3.0,2.0,4.0,687.1999999999999,Hume City Council,-37.5632,144.70212,Western Metropolitan,14092.0,1,0.8181818181818181
Sunbury,6 Richardson Av,4.0,h,600000.0,S,YPA,2017-01-23 00:09:00,31.7,3429.0,4.0,2.0,1.0,1007.0000000000001,Hume City Council,-37.57231,144.70429,Western Metropolitan,14092.0,0,1.0
Sunbury,14 Hogan St,4.0,h,475000.0,S,Raine,2017-01-28 00:10:00,31.7,3429.0,4.0,2.0,1.0,663.8,Hume City Council,-37.57315,144.72712,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,1 Hume St,3.0,h,487000.0,S,Leeburn,2017-01-08 00:07:00,31.7,3429.0,3.0,1.0,1.0,582.0,Hume City Council,-37.58025,144.71759,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,116 Pasley St,3.0,h,480000.0,SP,Raine,2017-01-14 00:10:00,31.7,3429.0,3.0,2.0,3.0,645.7999999999998,Hume City Council,-37.5852,144.71976999999998,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,38 Felton Av,3.0,h,413000.0,S,L,2017-01-01 00:07:00,31.7,3429.0,3.621317631504101,1.5650766916120984,2.0,550.8,Hume City Council,-37.825424072892844,144.97326756862313,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,3 Ponsford Pl,4.0,h,605000.0,S,YPA,2017-01-23 00:09:00,31.7,3429.0,4.0,2.0,2.0,738.0,Hume City Council,-37.58457,144.70005,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,3 Paperbark Av,5.0,h,675000.0,S,YPA,2017-01-23 00:09:00,31.7,3429.0,5.0,3.0,2.0,615.0,Hume City Council,-37.59115,144.72581,Western Metropolitan,14092.0,0,1.0
Sunbury,11 Bannermann St,4.0,h,580000.0,S,Raine,2017-01-01 00:07:00,31.7,3429.0,4.0,2.0,2.0,613.0,Hume City Council,-37.59501,144.70068999999998,Western Metropolitan,14092.0,0,1.0
Riddells Creek,2 Dwyer Ct,4.0,h,967500.0,S,Keatings,2017-01-24 00:06:00,47.4,3431.0,3.5753341034727812,1.3738448938405805,2.0,34104.0,Macedon Ranges Shire Council,-37.4531,144.67336,Northern Victoria,1475.0,1,0.7272727272727273
Riddells Creek,5 Sutherlands Rd,3.0,h,625000.0,S,Leading,2018-01-03 00:03:00,47.4,3431.0,3.0,2.0,3.0,1184.0,Macedon Ranges Shire Council,-37.46353,144.68045,Northern Victoria,1475.0,1,0.9090909090909091
Riddells Creek,148 Main Rd,4.0,h,765000.0,PI,Raine,2018-01-06 00:01:00,47.4,3431.0,3.4254040034930613,0.33068390644519147,2.0,34104.0,Macedon Ranges Shire Council,-37.77970917965186,145.13165126851035,Northern Victoria,1475.0,1,0.6363636363636364
Riddells Creek,53 Bluegum Cct,4.0,h,817000.0,S,Raine,2017-01-24 00:06:00,47.4,3431.0,4.0,2.0,4.0,1459.0,Macedon Ranges Shire Council,-37.45709,144.68999,Northern Victoria,1475.0,0,0.9545454545454546
Gisborne,68 Fersfield Rd,3.0,h,616000.0,S,Raine,2018-01-06 00:01:00,45.9,3437.0,3.0,2.0,3.0,934.0,Macedon Ranges Shire Council,-37.49666,144.59455,Northern Victoria,3376.0,1,0.8636363636363636
Gisborne South,47 Tweddle Rd,4.0,h,1350000.0,SA,RT,2017-01-25 00:11:00,45.9,3437.0,4.0,2.0,8.0,40469.0,Macedon Ranges Shire Council,-37.543,144.5969,Northern Victoria,290.0,0,1.0
Bullengarook,11 Dohoney Rd,4.0,h,865000.0,S,Raine,2018-01-24 00:02:00,45.9,3437.0,4.0,2.0,0.0,42800.0,Macedon Ranges Shire Council,-37.471540000000005,144.53828,Northern Victoria,249.0,0,1.0
Gisborne,47 Willowbank Rd,4.0,h,1250000.0,PI,Raine,2018-01-17 00:03:00,45.9,3437.0,4.0,2.0,4.0,2647.0,Macedon Ranges Shire Council,-37.50182,144.60554,Northern Victoria,3376.0,1,0.9090909090909091
Gisborne,13/109 Aitken St,3.0,h,500000.0,SP,Raine,2017-01-16 00:09:00,45.9,3437.0,4.383706761958072,1.450785790714717,2.0,5162.4,Macedon Ranges Shire Council,-37.76592587225504,144.84798161914273,Northern Victoria,3376.0,1,0.6363636363636364
Gisborne,169 Willowbank Rd,3.0,h,1100000.0,SP,RT,2017-01-18 00:11:00,45.9,3437.0,3.0,2.0,2.0,5018.0,Macedon Ranges Shire Council,-37.5,144.5896,Northern Victoria,3376.0,1,0.9090909090909091
Gisborne,6 Morand St,4.0,h,700000.0,S,Raine,2017-01-16 00:09:00,45.9,3437.0,4.113294086226267,0.7218061955702796,2.0,4923.0,Macedon Ranges Shire Council,-37.85011721380997,145.20211378413097,Northern Victoria,3376.0,1,0.6363636363636364
Gisborne,24 Hilltop Wy,3.0,h,550000.0,S,Raine,2018-01-17 00:03:00,45.9,3437.0,3.0,2.0,2.0,675.0,Macedon Ranges Shire Council,-37.48287,144.5973,Northern Victoria,3376.0,1,0.9090909090909091
Bullengarook,65 Webb Rd,4.0,h,1050000.0,PI,Raine,2017-01-11 00:11:00,45.9,3437.0,4.0,2.0,1.0,146699.0,Macedon Ranges Shire Council,-37.4754,144.513,Northern Victoria,249.0,1,0.9090909090909091
Gisborne,60 Hamilton St,3.0,h,540000.0,SA,McDonald,2017-01-17 00:06:00,45.9,3437.0,3.0,1.0,2.0,665.0,Macedon Ranges Shire Council,-37.48701,144.58567,Northern Victoria,3376.0,0,1.0
Bullengarook,138 Walsh Rd,3.0,h,700000.0,VB,Raine,2017-01-11 00:11:00,45.9,3437.0,3.0,2.0,4.0,8937.0,Macedon Ranges Shire Council,-37.4893,144.5206,Northern Victoria,249.0,1,0.8636363636363636
Bullengarook,31 Carrolls La,3.0,h,535000.0,S,Keatings,2017-01-12 00:08:00,45.9,3437.0,3.0,1.0,0.0,3999.9999999999995,Macedon Ranges Shire Council,-37.50087,144.48571,Northern Victoria,249.0,1,0.9090909090909091
Bullengarook,172 Fitzgerald Rd,6.0,h,1430000.0,S,Keatings,2017-01-18 00:11:00,45.9,3437.0,6.0,4.0,5.0,25908.6,Macedon Ranges Shire Council,-37.4765,144.49,Northern Victoria,249.0,0,0.9090909090909091
Gisborne,2/4 Francis Cr,3.0,h,513500.0,S,Raine,2018-01-03 00:03:00,45.9,3437.0,5.218362203140055,3.079386740417339,2.0,5162.4,Macedon Ranges Shire Council,-37.80290437797295,144.77563086313592,Northern Victoria,3376.0,1,0.5909090909090908
Gisborne,3 Bloomfield Rd,3.0,h,820000.0,S,Raine,2017-01-14 00:10:00,45.9,3437.0,3.0,2.0,2.0,21600.0,Macedon Ranges Shire Council,-37.4983,144.60554,Northern Victoria,3376.0,0,1.0
Gisborne,1/12 Rodney St,3.0,h,426000.0,S,Raine,2017-01-15 00:07:00,45.9,3437.0,3.0,1.0,1.0,412.0,Macedon Ranges Shire Council,-37.49175,144.59565,Northern Victoria,3376.0,0,1.0
Gisborne,107 Willowbank Rd,4.0,h,760000.0,SP,Raine,2018-01-17 00:02:00,45.9,3437.0,4.0,2.0,2.0,1587.0,Macedon Ranges Shire Council,-37.50078,144.59623,Northern Victoria,3376.0,1,0.9545454545454546
Gisborne,4/7 Francis Cr,3.0,h,470000.0,PI,Raine,2017-01-27 00:05:00,45.9,3437.0,2.7257522833692187,0.4179065058026922,2.0,5162.4,Macedon Ranges Shire Council,-37.77194383238838,145.08307865647757,Northern Victoria,3376.0,1,0.6363636363636364
Gisborne,7 Wyralla Cr,6.0,h,650000.0,SP,Raine,2017-01-16 00:09:00,45.9,3437.0,6.0,2.0,2.0,1301.0,Macedon Ranges Shire Council,-37.50733,144.58666000000002,Northern Victoria,3376.0,1,0.9090909090909091
Gisborne,12 Oakley Ct,3.0,h,515000.0,SP,Raine,2017-01-07 00:10:00,45.9,3437.0,3.0,2.0,1.0,900.0,Macedon Ranges Shire Council,-37.49317,144.59245,Northern Victoria,3376.0,0,0.9545454545454546
Gisborne,12a Sundew Ct,3.0,h,550000.0,S,Raine,2018-01-06 00:01:00,45.9,3437.0,5.400246016048514,0.6165997425666903,2.0,5162.4,Macedon Ranges Shire Council,-37.75446292850092,144.98091197648316,Northern Victoria,3376.0,1,0.6363636363636364
Gisborne,21 Braeside Rd,4.0,h,807000.0,S,Raine,2017-01-15 00:07:00,45.9,3437.0,4.0,2.0,3.0,40468.0,Macedon Ranges Shire Council,-37.50929,144.56444,Northern Victoria,3376.0,1,0.9090909090909091
Gisborne South,31 Stanton Ct,3.0,h,930000.0,S,Raine,2017-01-28 00:10:00,45.9,3437.0,3.0,2.0,4.0,40468.0,Macedon Ranges Shire Council,-37.54812,144.63257,Northern Victoria,290.0,1,0.9545454545454546
Gisborne,42 Kilmore Rd,3.0,h,775000.0,S,Raine,2017-01-12 00:08:00,45.9,3437.0,3.0,2.0,4.0,1290.0,Macedon Ranges Shire Council,-37.48381,144.60052,Northern Victoria,3376.0,0,1.0
Gisborne,204 Panorama Dr,4.0,h,780000.0,S,Raine,2017-01-09 00:09:00,45.9,3437.0,4.0,3.0,2.0,20200.0,Macedon Ranges Shire Council,-37.49674,144.62618,Northern Victoria,3376.0,0,1.0
Gisborne,15 Morilla Ct,3.0,h,690000.0,VB,Raine,2017-01-09 00:09:00,45.9,3437.0,3.0,2.0,2.0,2189.0,Macedon Ranges Shire Council,-37.506240000000005,144.58133999999998,Northern Victoria,3376.0,1,0.9090909090909091
Gisborne,1/5 Robert Ct,3.0,h,535000.0,SP,Raine,2018-01-06 00:01:00,45.9,3437.0,4.520668450737763,4.994933348591612,2.0,5162.4,Macedon Ranges Shire Council,-37.81746235279962,145.0704836911237,Northern Victoria,3376.0,1,0.6363636363636364
Gisborne,3 Sansom St,4.0,h,521000.0,SP,Raine,2017-01-01 00:07:00,45.9,3437.0,4.0,2.0,2.0,978.0,Macedon Ranges Shire Council,-37.49642,144.60119,Northern Victoria,3376.0,0,1.0
Gisborne,22 Frith Rd,4.0,h,636000.0,S,Raine,2017-01-14 00:10:00,45.9,3437.0,4.0,3.0,2.0,926.0,Macedon Ranges Shire Council,-37.47995,144.58977,Northern Victoria,3376.0,1,0.9545454545454546
New Gisborne,28 Dalray Cr,4.0,h,690000.0,S,Raine,2017-01-03 00:09:00,48.1,3438.0,4.0,2.0,2.0,38598.4,Macedon Ranges Shire Council,-37.46659,144.60241000000002,Northern Victoria,849.0,0,0.9545454545454546
New Gisborne,181 Station Rd,4.0,h,717500.0,SP,Raine,2017-01-18 00:11:00,48.1,3438.0,3.6649922311378718,4.011815981178798,2.0,38598.4,Macedon Ranges Shire Council,-37.751906225328135,145.0992476422278,Northern Victoria,849.0,1,0.6363636363636364
New Gisborne,14 Carbine Ct,3.0,h,625000.0,S,Raine,2018-01-06 00:01:00,48.1,3438.0,3.0,2.0,2.0,850.0,Macedon Ranges Shire Council,-37.4639,144.60071000000002,Northern Victoria,849.0,1,0.8636363636363636
New Gisborne,71 Hamilton Rd,5.0,h,1355000.0,S,Raine,2017-01-23 00:09:00,48.1,3438.0,5.0,3.0,5.0,44500.0,Macedon Ranges Shire Council,-37.45392,144.58864,Northern Victoria,849.0,1,0.9545454545454546
New Gisborne,190 Station Rd,3.0,h,565000.0,S,Raine,2017-01-23 00:09:00,48.1,3438.0,3.0,1.0,2.0,30681.600000000002,Macedon Ranges Shire Council,-37.46731,144.59558,Northern Victoria,849.0,1,0.8636363636363636
Wollert,8 Yumbarra Pde,4.0,h,595000.0,S,Iconek,2017-01-27 00:05:00,25.5,3750.0,4.0,2.0,2.0,448.0,Whittlesea City Council,-37.61337,145.03606000000002,Northern Metropolitan,2940.0,0,1.0
Wollert,42 Rhone Dr,4.0,h,722500.0,S,LJH,2018-01-17 00:02:00,25.5,3750.0,4.0,2.0,2.0,512.0,Whittlesea City Council,-37.61971,145.0291,Northern Metropolitan,2940.0,1,0.9090909090909091
Wollert,31 Warruga Cr,4.0,h,562000.0,S,Ray,2017-01-03 00:06:00,25.5,3750.0,4.650159951505809,0.5794172677027476,2.0,426.0,Whittlesea City Council,-37.79475165831184,144.6826471088202,Northern Metropolitan,2940.0,1,0.6363636363636364
Wollert,13 Eynesbury Vw,5.0,h,745000.0,S,Harcourts,2017-01-03 00:06:00,25.5,3750.0,5.303401983627639,4.7727523022376985,2.0,528.4,Whittlesea City Council,-37.88176966772187,145.0969727433018,Northern Metropolitan,2940.0,1,0.6363636363636364
Wollert,5 Amira Rd,4.0,h,530000.0,PI,Ray,2017-01-03 00:06:00,25.5,3750.0,2.887808444302072,5.203245728388575,2.0,422.19999999999993,Whittlesea City Council,-37.863846232085066,145.06745773553783,Northern Metropolitan,2940.0,1,0.6363636363636364
Wollert,31 Evolve Esp,4.0,h,600000.0,S,HAR,2017-01-28 00:10:00,25.5,3750.0,4.0,2.0,2.0,419.0,Whittlesea City Council,-37.6084,145.01412,Northern Metropolitan,2940.0,0,1.0
Wollert,34 Tindales Rd,3.0,h,400000.0,S,Harcourts,2017-01-22 00:07:00,25.5,3750.0,3.0,2.0,1.0,213.0,Whittlesea City Council,-37.60983,145.03874,Northern Metropolitan,2940.0,1,0.9545454545454546
Wollert,11 Tindales Rd,4.0,h,520600.0,S,Stockdale,2018-01-06 00:01:00,25.5,3750.0,4.0,2.0,2.0,400.0,Whittlesea City Council,-37.61077,145.03821000000002,Northern Metropolitan,2940.0,1,0.9090909090909091
Wollert,10 Ligures St,4.0,h,615000.0,S,hockingstuart,2018-01-10 00:02:00,25.5,3750.0,4.0,2.0,2.0,384.0,Whittlesea City Council,-37.61762,145.02768,Northern Metropolitan,2940.0,1,0.9090909090909091
Wollert,66 Fulham Wy,3.0,h,640000.0,S,HAR,2018-01-06 00:01:00,25.5,3750.0,3.0,2.0,2.0,395.0,Whittlesea City Council,-37.61817,145.02393999999998,Northern Metropolitan,2940.0,0,1.0
Wollert,16 Gunther Wy,4.0,h,621000.0,S,hockingstuart,2018-01-24 00:02:00,25.5,3750.0,4.0,2.0,2.0,375.0,Whittlesea City Council,-37.61331,145.03412,Northern Metropolitan,2940.0,1,0.8636363636363636
